REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Individuals_affected,Families_affected,Houses_damaged,Houses_destroyed,Season,Latitude,Longitude
North Eastern,9,Baghlan,905,Nahrin,2018-05-08,Flood / flash flood,0,0,434,62,26,36,Spring,36.004002,69.020081
North Eastern,9,Baghlan,911,Pul-e- Hesar,2018-05-08,Flood / flash flood,0,0,49,7,6,1,Spring,35.58662,69.535737
Eastern,14,Nuristan,1401,Poruns,2018-05-08,Flood / flash flood,0,0,105,15,7,8,Spring,35.421264,70.787779
North Eastern,9,Baghlan,904,Doshi,2018-05-08,Flood / flash flood,0,0,357,51,39,12,Spring,35.582004,68.661703
North Eastern,9,Baghlan,902,Baghlan-e-Jadid,2018-05-08,Flood / flash flood,0,0,420,60,23,37,Spring,36.297339,68.720497
Central Highland,10,Bamyan,1001,Bamyan,2018-05-08,Flood / flash flood,0,0,14,2,1,1,Spring,34.755695,67.640391
North Eastern,9,Baghlan,901,Pul-e-Khumri,2018-05-08,Flood / flash flood,0,0,3262,466,257,209,Spring,36.011946,68.636293
North Eastern,16,Takhar,1605,Chal,2018-05-09,Earthquake,4,0,532,76,35,37,Spring,36.47408,69.562078
North Eastern,15,Badakhshan,1503,Argo,2018-05-09,Flood / flash flood,0,0,98,14,0,14,Spring,37.031002,70.413852
North Eastern,15,Badakhshan,1503,Argo,2018-05-09,Earthquake,0,0,28,4,0,4,Spring,37.031002,70.413852
North Eastern,16,Takhar,1616,Warsaj,2018-05-09,Earthquake,0,6,1491,213,163,50,Spring,36.104684,70.158583
North Eastern,15,Badakhshan,1518,Keshem,2018-05-09,Earthquake,0,0,98,14,1,14,Spring,36.74831,70.12736
North Eastern,15,Badakhshan,1521,Jorm,2018-05-09,Earthquake,0,0,175,25,25,0,Spring,36.724775,70.89802
North Eastern,16,Takhar,1606,Namakab,2018-05-09,Earthquake,1,3,749,107,24,79,Spring,36.431875,69.69493
North Eastern,15,Badakhshan,1509,Teshkan,2018-05-09,Earthquake,0,0,455,65,65,0,Spring,36.800862,70.366348
North Eastern,15,Badakhshan,1504,Arghanjkhwa,2018-05-09,Earthquake,0,0,168,24,11,13,Spring,37.366577,70.970672
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2018-05-09,Earthquake,0,0,882,126,81,45,Spring,37.29251,70.36165
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2018-05-09,Flood / flash flood,0,0,308,44,0,44,Spring,37.29251,70.36165
North Eastern,16,Takhar,1607,Farkhar,2018-05-09,Earthquake,0,1,567,81,60,21,Spring,36.477265,69.963273
North Eastern,15,Badakhshan,1527,Zebak,2018-05-09,Earthquake,0,0,140,20,18,2,Spring,36.361303,71.272312
North Eastern,15,Badakhshan,1501,Fayzabad,2018-05-09,Earthquake,0,0,35,5,0,5,Spring,37.217022,70.62815
North Eastern,9,Baghlan,901,Pul-e-Khumri,2018-05-09,Earthquake,0,0,21,3,0,3,Spring,36.011946,68.636293
North Eastern,15,Badakhshan,1513,Shuhada,2018-05-09,Earthquake,0,0,133,19,18,1,Spring,37.061091,71.185928
North Eastern,15,Badakhshan,1512,Baharak,2018-05-09,Earthquake,0,0,63,9,0,9,Spring,37.017329,70.910623
Eastern,6,Nangarhar,605,Chaparhar,2018-05-11,Flood / flash flood,0,0,33,7,0,7,Spring,34.298027,70.367422
Eastern,6,Nangarhar,608,Kuzkunar,2018-05-11,Flood / flash flood,0,0,16,2,2,0,Spring,34.579197,70.569434
Eastern,6,Nangarhar,601,Jalalabad,2018-05-11,Flood / flash flood,0,0,130,15,13,2,Spring,34.419822,70.436525
Eastern,6,Nangarhar,602,Behsud,2018-05-11,Flood / flash flood,0,0,23,2,0,2,Spring,34.423905,70.520494
Eastern,6,Nangarhar,612,Pachieragam,2018-05-11,Flood / flash flood,0,0,227,26,26,0,Spring,34.077161,70.302235
Western,21,Ghor,2109,Tolak,2018-05-12,Flood / flash flood,0,0,0,0,0,0,Spring,34.003325,63.675799
Eastern,7,Laghman,703,Qarghayi,2018-05-12,Flood / flash flood,0,0,35,5,0,0,Spring,34.543504,70.214523
North Eastern,16,Takhar,1601,Taloqan,2018-05-12,Flood / flash flood,0,3,77,11,11,0,Spring,36.742722,69.523116
Eastern,7,Laghman,702,Alishang,2018-05-12,Flood / flash flood,0,0,7,1,0,0,Spring,34.866429,70.072183
Western,21,Ghor,2101,Chaghcharan,2018-05-12,Flood / flash flood,0,0,194,30,0,0,Spring,34.524334,65.238265
Western,21,Ghor,2102,Charsadra,2018-05-12,Flood / flash flood,0,0,0,0,0,0,Spring,35.115234,65.017518
Eastern,7,Laghman,701,Mehtarlam,2018-05-12,Flood / flash flood,0,0,49,7,0,0,Spring,34.666954,70.071718
Eastern,7,Laghman,704,Alingar,2018-05-12,Flood / flash flood,0,0,17,2,2,7,Spring,34.833038,70.425705
North Eastern,16,Takhar,1604,Bangi,2018-05-13,Flood / flash flood,3,3,196,28,20,2,Spring,36.616511,69.336677
North Eastern,16,Takhar,1605,Chal,2018-05-13,Flood / flash flood,5,0,602,86,44,42,Spring,36.47408,69.562078
Western,29,Badghis,2902,Muqur,2018-05-13,Flood / flash flood,1,0,273,39,35,4,Spring,35.108166,63.260315
Eastern,13,Kunar,1301,Asadabad,2018-05-13,Flood / flash flood,0,0,420,60,51,9,Spring,34.859883,71.117064
Capital,1,Kabul,103,Shakardara,2018-05-13,Flood / flash flood,0,0,147,21,14,7,Spring,34.66827,69.06244
Eastern,13,Kunar,1315,Nari,2018-05-13,Flood / flash flood,0,0,21,3,3,0,Spring,35.177373,71.508298
Eastern,13,Kunar,1309,Khaskunar,2018-05-13,Flood / flash flood,0,0,21,3,3,0,Spring,34.599138,70.919872
Eastern,13,Kunar,1302,Watapur,2018-05-13,Flood / flash flood,0,0,21,3,3,0,Spring,34.972029,71.079464
Eastern,13,Kunar,1305,Marawara,2018-05-13,Flood / flash flood,0,0,77,11,10,1,Spring,34.856211,71.219828
North Eastern,16,Takhar,1601,Taloqan,2018-05-13,Flood / flash flood,0,1,105,15,7,7,Spring,36.742722,69.523116
Capital,3,Parwan,306,Salang,2018-05-14,Flood / flash flood,0,0,35,5,2,3,Spring,35.293998,69.163208
Capital,3,Parwan,309,Shekhali,2018-05-14,Flood / flash flood,0,0,35,5,5,0,Spring,34.961071,68.393194
Northern,19,Samangan,1906,Khuram Wa Sarbagh,2018-05-14,Flood / flash flood,0,0,0,0,0,0,Spring,35.946376,68.057426
Western,29,Badghis,2902,Muqur,2018-05-14,Flood / flash flood,20,0,18900,2700,2061,639,Spring,35.108166,63.260315
Capital,3,Parwan,303,Shinwari,2018-05-14,Flood / flash flood,0,0,84,12,12,0,Spring,35.135028,68.973098
Northern,19,Samangan,1901,Aybak,2018-05-14,Flood / flash flood,8,0,1218,174,0,0,Spring,36.235103,68.237777
Western,29,Badghis,2903,Abkamari,2018-05-14,Flood / flash flood,0,0,3472,496,398,105,Spring,35.013638,62.966459
Capital,3,Parwan,301,Charikar,2018-05-14,Flood / flash flood,0,0,56,8,6,2,Spring,34.955632,69.120882
Western,30,Hirat,3008,Gulran,2018-05-14,Flood / flash flood,0,0,980,140,40,0,Spring,35.111466,61.695729
Western,29,Badghis,2906,Balamurghab,2018-05-14,Flood / flash flood,1,0,0,0,0,0,Spring,35.496473,63.489881
Capital,3,Parwan,307,Ghorband,2018-05-14,Flood / flash flood,0,0,28,4,4,0,Spring,34.987058,68.799341
Capital,3,Parwan,308,Koh-e-Safi,2018-05-14,Flood / flash flood,0,0,56,8,8,0,Spring,34.754573,69.468075
Western,30,Hirat,3013,Kushk-e-Kohna,2018-05-15,Flood / flash flood,0,0,0,0,0,0,Spring,34.964375,62.49561
Eastern,14,Nuristan,1401,Poruns,2018-05-15,Flood / flash flood,0,0,238,34,18,16,Spring,35.421264,70.787779
Western,30,Hirat,3007,Karukh,2018-05-15,Flood / flash flood,0,0,0,0,0,0,Spring,34.483692,62.656587
Eastern,14,Nuristan,1406,Waygal,2018-05-15,Flood / flash flood,0,0,147,21,9,12,Spring,35.181413,70.997138
Northern,20,Sar-e-Pul,2001,Sar-e-Pul,2018-05-15,Flood / flash flood,0,0,147,21,0,0,Spring,36.290564,66.01419
Western,30,Hirat,3003,Kushk,2018-05-15,Flood / flash flood,0,0,0,0,0,0,Spring,35.013721,62.201428
Eastern,14,Nuristan,1405,Wama,2018-05-15,Flood / flash flood,0,0,63,9,9,0,Spring,35.107368,70.719288
Northern,19,Samangan,1906,Khuram Wa Sarbagh,2018-05-16,Flood / flash flood,0,0,0,0,0,0,Spring,35.946376,68.057426
Northern,19,Samangan,1901,Aybak,2018-05-16,Flood / flash flood,0,0,0,0,0,0,Spring,36.235103,68.237777
North Eastern,17,Kunduz,1701,Kunduz,2018-05-16,Flood / flash flood,0,0,343,49,33,16,Spring,36.792264,68.86046
North Eastern,17,Kunduz,1706,Khanabad,2018-05-16,Flood / flash flood,0,0,119,17,0,17,Spring,36.645961,69.105452
North Eastern,17,Kunduz,1707,Dasht-e-Archi,2018-05-16,Flood / flash flood,0,0,0,0,0,0,Spring,36.95444,69.148113
Northern,18,Balkh,1814,Sholgareh,2018-05-16,Flood / flash flood,0,0,0,119,0,0,Spring,36.292986,66.864805
North Eastern,17,Kunduz,1702,Emamsaheb,2018-05-16,Flood / flash flood,0,0,581,83,0,83,Spring,37.074314,68.851102
Northern,18,Balkh,1809,Khulm,2018-05-16,Flood / flash flood,0,0,280,40,38,2,Spring,36.842767,67.681307
Northern,20,Sar-e-Pul,2001,Sar-e-Pul,2018-05-17,Flood / flash flood,0,0,4179,597,378,108,Spring,36.290564,66.01419
North Eastern,16,Takhar,1609,Rostaq,2018-05-17,Landslide / mudflow,1,0,175,25,8,17,Spring,37.110428,69.836849
Northern,27,Jawzjan,2701,Shiberghan,2018-05-18,Flood / flash flood,0,0,833,119,49,70,Spring,36.626436,65.77841
Northern,18,Balkh,1809,Khulm,2018-05-18,Flood / flash flood,0,0,2541,363,22,341,Spring,36.842767,67.681307
Northern,18,Balkh,1814,Sholgareh,2018-05-18,Flood / flash flood,0,0,301,43,43,0,Spring,36.292986,66.864805
North Eastern,16,Takhar,1604,Bangi,2018-05-18,Flood / flash flood,0,0,0,0,0,0,Spring,36.616511,69.336677
Northern,27,Jawzjan,2705,Fayzabad,2018-05-18,Flood / flash flood,0,0,2156,308,0,308,Spring,36.73986,66.361958
Northern,19,Samangan,1901,Aybak,2018-05-19,Flood / flash flood,0,0,2058,294,230,64,Spring,36.235103,68.237777
Central Highland,10,Bamyan,1006,Kahmard,2018-05-19,Flood / flash flood,0,0,343,49,45,4,Spring,35.340373,67.749258
Northern,18,Balkh,1814,Sholgareh,2018-05-21,Flood / flash flood,0,0,469,67,66,1,Spring,36.292986,66.864805
Northern,20,Sar-e-Pul,2001,Sar-e-Pul,2018-05-22,Flood / flash flood,0,0,0,0,0,0,Spring,36.290564,66.01419
Northern,20,Sar-e-Pul,2002,Sayad,2018-05-22,Flood / flash flood,0,0,875,125,0,0,Spring,36.072842,65.643409
Northern,18,Balkh,1816,Zari,2018-05-22,Flood / flash flood,0,0,567,81,81,0,Spring,35.860437,66.714557
North Eastern,15,Badakhshan,1503,Argo,2018-05-24,Flood / flash flood,0,0,0,0,0,0,Spring,37.031002,70.413852
North Eastern,16,Takhar,1610,Chahab,2018-05-24,Flood / flash flood,0,0,0,0,0,0,Spring,37.426269,69.928441
North Eastern,15,Badakhshan,1501,Fayzabad,2018-05-24,Flood / flash flood,0,0,735,105,0,0,Spring,37.217022,70.62815
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2018-05-24,Flood / flash flood,0,0,0,0,0,0,Spring,37.29251,70.36165
North Eastern,15,Badakhshan,1501,Fayzabad,2018-05-26,Flood / flash flood,0,0,273,39,0,39,Spring,37.217022,70.62815
North Eastern,16,Takhar,1609,Rostaq,2018-05-27,Landslide / mudflow,0,0,119,17,0,17,Spring,37.110428,69.836849
Eastern,6,Nangarhar,607,Kama,2018-06-06,Flood / flash flood,0,0,1666,238,238,0,Summer,34.446776,70.68128
Eastern,13,Kunar,1308,Chawkay,2018-06-07,Flood / flash flood,0,0,147,21,21,0,Summer,34.745481,70.862733
Northern,18,Balkh,1809,Khulm,2018-06-10,Flood / flash flood,0,0,231,33,33,0,Summer,36.842767,67.681307
Northern,18,Balkh,1814,Sholgareh,2018-06-14,Flood / flash flood,0,0,161,23,23,0,Summer,36.292986,66.864805
Eastern,13,Kunar,1314,Nurgal,2018-06-17,Flood / flash flood,0,0,154,22,20,2,Summer,34.700584,70.728239
Eastern,13,Kunar,1301,Asadabad,2018-07-01,Flood / flash flood,0,0,1134,162,155,7,Summer,34.859883,71.117064
Eastern,13,Kunar,1304,Sarkani,2018-07-01,Flood / flash flood,0,0,168,24,12,12,Summer,34.705403,71.086416
Eastern,14,Nuristan,1404,Nurgeram,2018-07-08,Flood / flash flood,0,0,147,21,3,17,Summer,35.073995,70.469496
Capital,4,Wardak,407,Saydabad,2018-07-12,Flood / flash flood,0,0,4613,659,74,1,Summer,33.934723,68.676363
Capital,8,Panjsher,805,Khenj (Hese- Awal),2018-07-12,Landslide / mudflow,0,0,917,131,0,131,Summer,35.59693,68.895664
Central Highland,10,Bamyan,1006,Kahmard,2018-07-26,Landslide / mudflow,0,0,98,14,9,5,Summer,35.340373,67.749258
Eastern,13,Kunar,1304,Sarkani,2018-07-27,Flood / flash flood,0,0,28,4,4,0,Summer,34.705403,71.086416
Eastern,13,Kunar,1302,Watapur,2018-07-27,Flood / flash flood,0,0,7,1,1,0,Summer,34.972029,71.079464
Eastern,13,Kunar,1301,Asadabad,2018-07-27,Flood / flash flood,0,0,889,127,125,2,Summer,34.859883,71.117064
Eastern,13,Kunar,1305,Marawara,2018-07-27,Flood / flash flood,0,0,210,30,26,4,Summer,34.856211,71.219828
Eastern,13,Kunar,1314,Nurgal,2018-08-07,Flood / flash flood,0,0,7,1,1,0,Summer,34.700584,70.728239
Eastern,13,Kunar,1309,Khaskunar,2018-08-07,Flood / flash flood,0,0,28,4,4,0,Summer,34.599138,70.919872
Eastern,13,Kunar,1305,Marawara,2018-08-07,Flood / flash flood,0,0,33,5,5,0,Summer,34.856211,71.219828
Eastern,13,Kunar,1312,Ghaziabad,2018-08-24,Flood / flash flood,0,0,56,8,5,3,Summer,35.209863,71.320771
Eastern,13,Kunar,1314,Nurgal,2018-09-07,Flood / flash flood,0,0,7,1,1,0,Autumn,34.700584,70.728239
Eastern,13,Kunar,1309,Khaskunar,2018-09-07,Flood / flash flood,0,0,21,3,3,0,Autumn,34.599138,70.919872
Eastern,13,Kunar,1308,Chawkay,2018-09-15,Flood / flash flood,0,0,21,3,3,0,Autumn,34.745481,70.862733
Eastern,13,Kunar,1301,Asadabad,2018-09-15,Flood / flash flood,0,0,98,14,14,0,Autumn,34.859883,71.117064
Eastern,6,Nangarhar,607,Kama,2018-09-15,Flood / flash flood,0,0,154,22,12,10,Autumn,34.446776,70.68128
Eastern,7,Laghman,704,Alingar,2018-09-15,Flood / flash flood,0,0,14,2,0,0,Autumn,34.833038,70.425705
Eastern,13,Kunar,1305,Marawara,2018-10-05,Flood / flash flood,0,0,7,1,1,0,Autumn,34.856211,71.219828
Eastern,13,Kunar,1303,Narang,2018-10-05,Flood / flash flood,0,0,7,1,1,0,Autumn,34.817816,71.019069
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2018-10-05,Flood / flash flood,0,0,21,3,3,0,Autumn,35.019947,71.233756
Eastern,13,Kunar,1304,Sarkani,2018-10-05,Flood / flash flood,0,0,7,1,1,0,Autumn,34.705403,71.086416
Eastern,13,Kunar,1303,Narang,2018-10-08,Flood / flash flood,0,0,7,1,1,0,Autumn,34.817816,71.019069
Eastern,6,Nangarhar,608,Kuzkunar,2018-10-08,Flood / flash flood,0,0,588,84,82,2,Autumn,34.579197,70.569434
Eastern,13,Kunar,1314,Nurgal,2018-10-08,Flood / flash flood,0,0,14,2,2,0,Autumn,34.700584,70.728239
Eastern,13,Kunar,1311,Barkunar,2018-11-01,Flood / flash flood,0,0,35,5,5,0,Autumn,35.062438,71.392415
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2018-11-01,Flood / flash flood,0,0,35,5,5,0,Autumn,35.019947,71.233756
Eastern,13,Kunar,1302,Watapur,2018-11-01,Flood / flash flood,0,0,175,25,25,0,Autumn,34.972029,71.079464
Eastern,13,Kunar,1301,Asadabad,2018-11-01,Flood / flash flood,0,0,126,18,18,0,Autumn,34.859883,71.117064
Eastern,7,Laghman,702,Alishang,2018-11-01,Flood / flash flood,0,0,91,13,0,0,Autumn,34.866429,70.072183
Eastern,7,Laghman,701,Mehtarlam,2018-11-01,Flood / flash flood,0,0,238,34,0,0,Autumn,34.666954,70.071718
Eastern,7,Laghman,703,Qarghayi,2018-11-01,Flood / flash flood,0,0,7,1,0,0,Autumn,34.543504,70.214523
Eastern,7,Laghman,704,Alingar,2018-11-01,Flood / flash flood,0,0,273,39,0,0,Autumn,34.833038,70.425705
Eastern,13,Kunar,1314,Nurgal,2018-11-01,Flood / flash flood,0,0,7,1,1,0,Autumn,34.700584,70.728239
North Eastern,9,Baghlan,901,Pul-e-Khumri,2018-11-30,Earthquake,2,9,1190,170,138,32,Autumn,36.011946,68.636293
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2019-01-03,Heavy snowfall,0,0,98,14,0,14,Winter,37.29251,70.36165
North Eastern,15,Badakhshan,1501,Fayzabad,2019-01-13,Flood / flash flood,0,0,105,15,0,15,Winter,37.217022,70.62815
North Eastern,15,Badakhshan,1519,Tagab,2019-01-13,Avalanche,0,0,259,37,0,37,Winter,36.479764,70.341949
North Eastern,15,Badakhshan,1519,Tagab,2019-01-14,Avalanche,0,0,399,57,0,57,Winter,36.479764,70.341949
North Eastern,15,Badakhshan,1506,Raghestan,2019-01-16,Flood / flash flood,0,0,0,0,0,0,Winter,37.67991,70.64017
North Eastern,15,Badakhshan,1520,Yamgan,2019-01-18,Avalanche,0,0,189,27,0,27,Winter,36.432054,70.7846
North Eastern,15,Badakhshan,1515,Darwaz-e-Balla,2019-01-21,Avalanche,1,1,35,5,1,4,Winter,38.444539,70.796354
Central Highland,22,Daykundi,2209,Miramor,2019-01-23,Avalanche,8,0,56,8,0,0,Winter,33.826512,66.987777
Western,30,Hirat,3005,Guzara,2019-02-04,Flood / flash flood,0,0,168,24,19,133,Winter,34.040952,62.013878
Central Highland,22,Daykundi,2201,Nili,2019-02-04,Heavy snowfall,0,0,7,1,0,1,Winter,33.741085,66.078538
Western,30,Hirat,3001,Hirat,2019-02-04,Flood / flash flood,0,0,266,38,8,56,Winter,34.395992,62.231053
Central Highland,10,Bamyan,1001,Bamyan,2019-02-05,Heavy snowfall,0,0,14,2,0,1,Winter,34.755695,67.640391
Eastern,13,Kunar,1314,Nurgal,2019-02-05,Flood / flash flood,0,0,15,2,2,2,Winter,34.700584,70.728239
Central Highland,22,Daykundi,2203,Khadir,2019-02-05,Heavy snowfall,0,0,7,1,0,1,Winter,33.866089,65.787183
Eastern,13,Kunar,1301,Asadabad,2019-02-05,Flood / flash flood,0,0,30,4,4,1,Winter,34.859883,71.117064
Southern,32,Hilmand,3201,Lashkargah,2019-02-10,Flood / flash flood,0,0,415,59,0,0,Winter,31.451536,64.522944
Western,30,Hirat,3009,Ghoryan,2019-02-12,Flood / flash flood,0,0,336,48,48,0,Winter,34.13368,61.053751
Western,30,Hirat,3014,Kohsan,2019-02-12,Flood / flash flood,0,0,42,6,6,0,Winter,34.771748,61.249098
Western,31,Farah,3104,khak-e-Safed,2019-02-12,Flood / flash flood,0,0,434,62,21,41,Winter,32.749551,62.103717
Western,31,Farah,3101,Farah,2019-02-12,Flood / flash flood,0,0,14,2,2,0,Winter,32.23408,62.222932
Western,30,Hirat,3005,Guzara,2019-02-12,Flood / flash flood,0,0,84,12,12,0,Winter,34.040952,62.013878
Western,30,Hirat,3001,Hirat,2019-02-12,Flood / flash flood,0,0,740,106,85,14,Winter,34.395992,62.231053
Western,31,Farah,3106,Qala-e-Kah,2019-02-12,Flood / flash flood,0,0,1750,250,30,220,Winter,32.497441,61.249601
Western,31,Farah,3105,Pushtrod,2019-02-12,Flood / flash flood,0,0,273,39,4,35,Winter,32.514573,62.125107
Western,29,Badghis,2901,Qala-e-Naw,2019-02-12,Heavy snowfall,0,0,4921,703,703,0,Winter,34.861003,63.130681
Western,30,Hirat,3003,Kushk,2019-02-12,Flood / flash flood,0,0,35,5,0,5,Winter,35.013721,62.201428
Western,30,Hirat,3002,Injil,2019-02-12,Flood / flash flood,0,0,441,63,38,6,Winter,34.411669,62.207729
Eastern,13,Kunar,1308,Chawkay,2019-02-14,Flood / flash flood,0,0,36,6,6,0,Winter,34.745481,70.862733
Eastern,13,Kunar,1305,Marawara,2019-02-14,Flood / flash flood,0,0,169,23,23,1,Winter,34.856211,71.219828
Eastern,7,Laghman,703,Qarghayi,2019-02-14,Flood / flash flood,0,0,4,1,0,1,Winter,34.543504,70.214523
Eastern,13,Kunar,1301,Asadabad,2019-02-14,Flood / flash flood,0,1,202,26,26,1,Winter,34.859883,71.117064
Eastern,13,Kunar,1313,Chapadara,2019-02-14,Flood / flash flood,0,0,217,31,31,11,Winter,34.901138,70.700645
Eastern,13,Kunar,1314,Nurgal,2019-02-14,Flood / flash flood,0,0,57,7,7,3,Winter,34.700584,70.728239
Eastern,13,Kunar,1312,Ghaziabad,2019-02-14,Flood / flash flood,0,0,77,11,11,0,Winter,35.209863,71.320771
Eastern,13,Kunar,1310,Dangam,2019-02-14,Flood / flash flood,0,0,91,13,13,1,Winter,35.015631,71.446189
Eastern,13,Kunar,1307,Dara-e-Pech,2019-02-14,Flood / flash flood,0,0,224,32,32,7,Winter,34.931473,70.911379
Eastern,13,Kunar,1315,Nari,2019-02-14,Flood / flash flood,0,0,105,15,15,3,Winter,35.177373,71.508298
Central Highland,22,Daykundi,2201,Nili,2019-02-14,Heavy snowfall,0,0,14,2,0,2,Winter,33.741085,66.078538
Eastern,7,Laghman,701,Mehtarlam,2019-02-14,Flood / flash flood,0,0,54,8,8,0,Winter,34.666954,70.071718
Eastern,13,Kunar,1302,Watapur,2019-02-14,Flood / flash flood,0,0,56,8,8,0,Winter,34.972029,71.079464
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2019-02-14,Flood / flash flood,0,0,217,31,31,9,Winter,35.019947,71.233756
North Eastern,15,Badakhshan,1501,Fayzabad,2019-02-15,Heavy snowfall,0,0,112,16,0,16,Winter,37.217022,70.62815
North Eastern,15,Badakhshan,1523,Eshkashem,2019-02-16,Avalanche,0,0,112,16,0,16,Winter,36.87976,71.44928
Eastern,14,Nuristan,1408,Barg-e- Matal,2019-02-17,Heavy snowfall,0,0,77,11,11,0,Winter,35.756716,71.229678
Eastern,14,Nuristan,1401,Poruns,2019-02-17,Heavy snowfall,0,0,780,96,86,10,Winter,35.421264,70.787779
Eastern,14,Nuristan,1405,Wama,2019-02-17,Heavy snowfall,1,3,596,69,68,1,Winter,35.107368,70.719288
Eastern,14,Nuristan,1407,Kamdesh,2019-02-17,Heavy snowfall,0,0,546,78,78,0,Winter,35.470783,71.312139
Eastern,13,Kunar,1314,Nurgal,2019-02-20,Flood / flash flood,0,0,35,5,5,0,Winter,34.700584,70.728239
Eastern,13,Kunar,1309,Khaskunar,2019-02-20,Flood / flash flood,0,0,18,2,2,0,Winter,34.599138,70.919872
Eastern,13,Kunar,1305,Marawara,2019-02-20,Flood / flash flood,0,1,94,11,11,0,Winter,34.856211,71.219828
South Eastern,12,Paktya,1201,Gardez,2019-02-20,Heavy snowfall,0,0,175,25,18,7,Winter,33.599864,69.229343
Eastern,13,Kunar,1303,Narang,2019-02-20,Flood / flash flood,0,1,60,9,9,0,Winter,34.817816,71.019069
South Eastern,12,Paktya,1207,Lija Ahmad Khel,2019-02-20,Heavy snowfall,0,0,84,12,0,12,Winter,33.797792,69.605362
Eastern,13,Kunar,1308,Chawkay,2019-02-20,Flood / flash flood,0,0,35,5,5,0,Winter,34.745481,70.862733
South Eastern,12,Paktya,1211,Dand Wa Patan,2019-02-20,Heavy snowfall,0,0,77,11,7,4,Winter,33.809267,69.901955
Eastern,7,Laghman,701,Mehtarlam,2019-02-20,Flood / flash flood,0,0,124,15,15,0,Winter,34.666954,70.071718
South Eastern,12,Paktya,1206,Zadran,2019-02-20,Heavy snowfall,0,0,119,17,15,2,Winter,33.416216,69.424522
Eastern,13,Kunar,1301,Asadabad,2019-02-20,Flood / flash flood,0,0,194,27,27,0,Winter,34.859883,71.117064
Central Highland,22,Daykundi,2209,Miramor,2019-02-21,Avalanche,0,0,0,0,0,0,Winter,33.826512,66.987777
Central Highland,22,Daykundi,2209,Miramor,2019-02-22,Avalanche,0,0,0,0,0,0,Winter,33.826512,66.987777
South Eastern,11,Ghazni,1101,Ghazni,2019-02-22,Heavy snowfall,0,0,98,14,13,1,Winter,33.541807,68.441991
North Eastern,15,Badakhshan,1508,Shahr-e-Buzorg,2019-02-25,Heavy snowfall,0,0,63,9,9,0,Winter,37.315953,70.144747
Western,31,Farah,3106,Qala-e-Kah,2019-03-01,Flood / flash flood,0,0,10794,1542,0,0,Spring,32.497441,61.249601
Capital,2,Kapisa,201,Mahmud-e-Raqi,2019-03-01,Heavy snowfall,0,0,294,42,35,7,Spring,35.01233,69.382066
Western,30,Hirat,3012,Obe,2019-03-01,Flood / flash flood,0,0,0,0,0,0,Spring,34.380977,63.292026
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,2019-03-01,Heavy snowfall,0,0,140,20,14,6,Spring,35.069169,69.328034
Capital,3,Parwan,307,Ghorband,2019-03-01,Heavy snowfall,0,0,21,3,0,3,Spring,34.987058,68.799341
Western,30,Hirat,3015,Shindand,2019-03-01,Flood / flash flood,0,0,6967,995,995,0,Spring,33.266402,61.777242
Capital,3,Parwan,306,Salang,2019-03-01,Heavy snowfall,0,0,21,3,0,3,Spring,35.293998,69.163208
Western,30,Hirat,3010,Adraskan,2019-03-01,Flood / flash flood,0,0,0,0,0,0,Spring,33.72015,61.816468
Capital,3,Parwan,304,Bagram,2019-03-01,Heavy snowfall,0,0,140,20,15,2,Spring,34.905671,69.377716
Capital,2,Kapisa,202,Nejrab,2019-03-01,Heavy snowfall,0,0,210,30,27,3,Spring,35.041318,69.632485
Capital,3,Parwan,302,Jabalussaraj,2019-03-01,Heavy snowfall,0,0,119,17,12,3,Spring,35.12966,69.202044
Capital,3,Parwan,301,Charikar,2019-03-01,Heavy snowfall,0,0,490,70,53,22,Spring,34.955632,69.120882
Western,31,Farah,3102,Bakwa,2019-03-01,Flood / flash flood,0,0,98,14,14,0,Spring,32.22493,62.864123
Western,30,Hirat,3007,Karukh,2019-03-01,Flood / flash flood,0,0,7,1,0,1,Spring,34.483692,62.656587
Capital,1,Kabul,103,Shakardara,2019-03-01,Heavy snowfall,0,0,112,16,11,5,Spring,34.66827,69.06244
Western,31,Farah,3101,Farah,2019-03-01,Flood / flash flood,0,0,39242,5606,3033,2324,Spring,32.23408,62.222932
Capital,3,Parwan,309,Shekhali,2019-03-01,Heavy snowfall,0,0,70,10,6,4,Spring,34.961071,68.393194
Western,31,Farah,3111,Anardara,2019-03-01,Flood / flash flood,0,0,4697,671,0,0,Spring,32.708645,61.606863
Southern,24,Zabul,2401,Qalat,2019-03-02,Flood / flash flood,0,0,7738,935,895,40,Spring,32.187366,66.953465
